"","Site","Sample","Species"
"261","sample-10",2751,27.064384422738
"262","sample-10",3301,27.3859203965213
"263","sample-10",3851,27.6297622805924
"264","sample-10",4401,27.8208228148285
"265","sample-10",4951,27.9744379132016
"266","sample-10",5501,28.1006016774904
"267","sample-10",6051,28.206087284908
"268","sample-10",6601,28.2956207473012
"269","sample-10",7151,28.372578529322
"270","sample-10",7701,28.439423380174
"271","sample-10",8251,28.4979864218926
"272","sample-10",8801,28.5496545347783
"273","sample-10",9351,28.5954973386716
"274","sample-10",9901,28.636354626992
"275","sample-10",10451,28.6728973806968
"276","sample-10",11001,28.7056708456289
"277","sample-10",11551,28.7351252707718
"278","sample-10",12101,28.7616380634866
"279","sample-10",12651,28.7855299167565
"280","sample-10",13201,28.8070766668873
"281","sample-10",13751,28.8265181038219
"282","sample-10",14301,28.8440645905901
"283","sample-10",14851,28.8599020966684
"284","sample-10",15401,28.8741960751194
"285","sample-10",15951,28.8870944907124
"286","sample-10",16501,28.8987302197983
"287","sample-10",17051,28.9092229813915
"288","sample-10",17601,28.918680915128
"289","sample-10",18151,28.9272018904323
"290","sample-10",18701,28.9348746086933
"291","sample-10",19251,28.9417795439499
"292","sample-10",19801,28.9479897558199
"293","sample-10",20351,28.9535715998272
"294","sample-10",20901,28.9585853540534
"295","sample-10",21451,28.9630857764803
"296","sample-10",22001,28.9671226040459
"297","sample-10",22551,28.9707410019676
"298","sample-10",23101,28.9739819700727
"299","sample-10",23651,28.9768827115312
"300","sample-10",24201,28.9794769683488
"301","sample-10",24751,28.9817953272436
"302","sample-10",25301,28.9838654989131
"303","sample-10",25851,28.9857125732826
"304","sample-10",26401,28.9873592529483
"305","sample-10",26951,28.9888260667635
"306","sample-10",27501,28.9901315652906
"307","sample-10",28051,28.9912924996505
"308","sample-10",28601,28.9923239851579
"309","sample-10",29151,28.9932396509913
"310","sample-10",29701,28.994051777041
"311","sample-10",30251,28.9947714189773
"312","sample-10",30801,28.9954085224962
"313","sample-10",31351,28.9959720276196
"314","sample-10",31901,28.9964699638621
"315","sample-10",32451,28.9969095370076
"316","sample-10",33001,28.9972972081849
"317","sample-10",33551,28.9976387658762
"318","sample-10",34101,28.9979393914448
"319","sample-10",34651,28.9982037187216
"320","sample-10",35201,28.9984358881502
"321","sample-10",35751,28.9986395959483
"322","sample-10",36301,28.9988181387128
"323","sample-10",36851,28.9989744538559
"324","sample-10",37401,28.9991111562343
"325","sample-10",37951,28.9992305713031
"326","sample-10",38501,28.9993347650976
"327","sample-10",39051,28.9994255713251
"328","sample-10",39601,28.999504615823
"329","sample-10",40151,28.9995733386212
"330","sample-10",40701,28.9996330138245
"331","sample-10",41251,28.9996847675143
"332","sample-10",41801,28.9997295938533
"333","sample-10",42351,28.9997683695576
"334","sample-10",42901,28.9998018668922
"335","sample-10",43451,28.9998307653263
"336","sample-10",44001,28.9998556619782
"337","sample-10",44551,28.9998770809652
"338","sample-10",45101,28.999895481765
"339","sample-10",45651,28.9999112666846
"340","sample-10",46201,28.9999247875263
"341","sample-10",46751,28.9999363515285
"342","sample-10",47301,28.9999462266564
"343","sample-10",47851,28.9999546463069
"344","sample-10",48401,28.999961813489
"345","sample-10",48951,28.9999679045318
"346","sample-10",49501,28.9999730723726
"347","sample-10",50051,28.9999774494656
"348","sample-10",50601,28.9999811503548
"349","sample-10",51151,28.9999842739446
"350","sample-10",51701,28.999986905503
"351","sample-10",52251,28.9999891184244
"352","sample-10",52801,28.9999909757812
"353","sample-10",53351,28.9999925316852
"354","sample-10",53901,28.9999938324823
"355","sample-10",54451,28.999994917798
"356","sample-10",55001,28.9999958214523
"357","sample-10",55551,28.9999965722576
"358","sample-10",56101,28.9999971947149
"359","sample-10",56651,28.9999977096194
"360","sample-10",57201,28.9999981345867
"361","sample-10",57751,28.9999984845095
"362","sample-10",58301,28.9999987719523
"363","sample-10",58851,28.9999990074942
"364","sample-10",59401,28.9999992000226
"365","sample-10",59951,28.999999356988
"366","sample-10",60501,28.9999994846221
"367","sample-10",61051,28.9999995881252
"368","sample-10",61601,28.9999996718264
"369","sample-10",62151,28.9999997393212
"370","sample-10",62701,28.9999997935881
"371","sample-10",63251,28.9999998370882
"372","sample-10",63801,28.9999998718498
"373","sample-10",64351,28.99999989954
"374","sample-10",64901,28.999999921525
"375","sample-10",65451,28.9999999389216
"376","sample-10",66001,28.9999999526395
"377","sample-10",66551,28.9999999634181
"378","sample-10",67101,28.999999971856
"379","sample-10",67651,28.9999999784364
"380","sample-10",68201,28.9999999835481
"381","sample-10",68751,28.9999999875028
"382","sample-10",69301,28.9999999905498
"383","sample-10",69851,28.9999999928871
"384","sample-10",70401,28.9999999946722
"385","sample-10",70951,28.9999999960291
"386","sample-10",71501,28.9999999970557
"387","sample-10",72051,28.9999999978286
"388","sample-10",72601,28.9999999984075
"389","sample-10",73151,28.9999999988387
"390","sample-10",73701,28.9999999991582
"391","sample-10",74251,28.9999999993936
"392","sample-10",74801,28.999999999566
"393","sample-10",75351,28.9999999996914
"394","sample-10",75901,28.9999999997822
"395","sample-10",76451,28.9999999998473
"396","sample-10",77001,28.9999999998938
"397","sample-10",77551,28.9999999999267
"398","sample-10",78101,28.9999999999498
"399","sample-10",78651,28.999999999966
"400","sample-10",79201,28.9999999999771
"401","sample-10",79751,28.9999999999848
"402","sample-10",80301,28.9999999999899
"403","sample-10",80851,28.9999999999934
"404","sample-10",81401,28.9999999999958
"405","sample-10",81951,28.9999999999973
"406","sample-10",82501,28.9999999999983
"407","sample-10",83051,28.9999999999989
"408","sample-10",83601,28.9999999999993
"409","sample-10",84151,28.9999999999996
"410","sample-10",84701,28.9999999999998
"411","sample-10",85251,28.9999999999999
"412","sample-10",85801,28.9999999999999
"413","sample-10",86351,29
"414","sample-10",86901,29
"415","sample-10",87451,29
"416","sample-10",88001,29
"417","sample-10",88551,29
"418","sample-10",89101,29
"419","sample-10",89651,29
"420","sample-10",90201,29
"421","sample-10",90751,29
"422","sample-10",91301,29
"423","sample-10",91851,29
"424","sample-10",92401,29
"425","sample-10",92951,29
"426","sample-10",93501,29
"427","sample-10",94051,29
"428","sample-10",94601,29
"429","sample-10",95151,29
"430","sample-10",95701,29
"431","sample-10",96251,29
"432","sample-10",96801,29
"433","sample-10",97351,29
"434","sample-10",97901,29
"435","sample-10",98451,29
"436","sample-10",99001,29
"437","sample-10",99551,29
"438","sample-10",100101,29
"439","sample-10",100651,29
"440","sample-10",101201,29
"441","sample-10",101751,29
"442","sample-10",102301,29
"443","sample-10",102492,29
"444","sample-100",1,1.00000000000001
"445","sample-100",551,18.2507586062793
"446","sample-100",1101,22.2987385354315
"447","sample-100",1651,24.5249790294828
"448","sample-100",2201,25.9702492612901
"449","sample-100",2751,27.0110126397555
"450","sample-100",3301,27.8104173817887
"451","sample-100",3851,28.4504094962332
"452","sample-100",4401,28.977576440691
"453","sample-100",4951,29.4210693115874
"454","sample-100",5501,29.8004235963224
"455","sample-100",6051,30.1293656329885
"456","sample-100",6601,30.4178666662008
"457","sample-100",7151,30.6733527167675
"458","sample-100",7701,30.901466556794
"459","sample-100",8251,31.1065711081125
"460","sample-100",8801,31.2920933295677
"461","sample-100",9351,31.4607648328407
"462","sample-100",9901,31.6147933139003
"463","sample-100",10451,31.7559864916929
"464","sample-100",11001,31.8858428479442
"465","sample-100",11551,32.0056188266203
"466","sample-100",12101,32.1163791415848
"467","sample-100",12651,32.2190348352903
"468","sample-100",13201,32.3143723694241
"469","sample-100",13751,32.403076089584
"470","sample-100",14301,32.485745751078
"471","sample-100",14851,32.5629103310947
"472","sample-100",15401,32.635039025189
"473","sample-100",15951,32.7025500895922
"474","sample-100",16501,32.7658180221694
"475","sample-100",17051,32.8251794501661
"476","sample-100",17601,32.8809380030994
"477","sample-100",18151,32.9333683820565
"478","sample-100",18701,32.9827197869572
"479","sample-100",19251,33.0292188266126
"480","sample-100",19801,33.0730720085198
"481","sample-100",20351,33.1144678838754
"482","sample-100",20901,33.1535789078383
"483","sample-100",21451,33.1905630624194
"484","sample-100",22001,33.2255652800124
"485","sample-100",22551,33.2587186980323
"486","sample-100",23101,33.2901457699839
"487","sample-100",23651,33.3199592528982
"488","sample-100",24201,33.3482630883292
"489","sample-100",24751,33.375153190737
"490","sample-100",25301,33.4007181550474
"491","sample-100",25851,33.4250398932421
"492","sample-100",26401,33.4481942085215
"493","sample-100",26951,33.4702513139519
"494","sample-100",27501,33.4912763020391
"495","sample-100",28051,33.5113295704599
"496","sample-100",28601,33.5304672085447
"497","sample-100",29151,33.5487413487088
"498","sample-100",29701,33.5662004862699
"499","sample-100",30251,33.5828897708215
"500","sample-100",30801,33.5988512720049
"501","sample-100",31351,33.614124222123
"502","sample-100",31901,33.6287452377196
"503","sample-100",32451,33.6427485222047
"504","sample-100",33001,33.6561660512238
"505","sample-100",33551,33.6690277423541
"506","sample-100",34101,33.6813616105627
"507","sample-100",34651,33.6931939107162
"508","sample-100",35201,33.7045492682578
"509","sample-100",35751,33.7154507991416
"510","sample-100",36301,33.7259202199953
"511","sample-100",36851,33.7359779492328
"512","sample-100",37401,33.7456432000947
"513","sample-100",37951,33.7549340661364
"514","sample-100",38501,33.7638675999547
"515","sample-100",39051,33.7724598856076
"516","sample-100",39601,33.7807261053742
"517","sample-100",40151,33.788680601263
"518","sample-100",40701,33.7963369317191
"519","sample-100",41251,33.803707923991
"520","sample-100",41801,33.8108057224051
"521","sample-100",42351,33.8176418330427
"522","sample-100",42901,33.8242271649742
"523","sample-100",43451,33.8305720684257
"524","sample-100",44001,33.8366863700689
"525","sample-100",44551,33.842579405756
"526","sample-100",45101,33.8482600507785
"527","sample-100",45651,33.8537367479897
"528","sample-100",46201,33.8590175338831
"529","sample-100",46751,33.8641100627529
"530","sample-100",47301,33.8690216292319
"531","sample-100",47851,33.8737591891787
"532","sample-100",48401,33.8783293791326
"533","sample-100",48951,33.88273853445
"534","sample-100",49501,33.8869927061659
"535","sample-100",50051,33.8910976767533
"536","sample-100",50601,33.8950589748177
"537","sample-100",51151,33.8988818888024
"538","sample-100",51701,33.9025714798381
"539","sample-100",52251,33.9061325937281
"540","sample-100",52801,33.9095698721821
"541","sample-100",53351,33.9128877633258
"542","sample-100",53901,33.9160905315948
"543","sample-100",54451,33.9191822669596
"544","sample-100",55001,33.9221668936294
"545","sample-100",55551,33.9250481782156
"546","sample-100",56101,33.9278297374126
"547","sample-100",56651,33.9305150452211
"548","sample-100",57201,33.9331074397517
"549","sample-100",57751,33.9356101296423
"550","sample-100",58301,33.9380262001007
"551","sample-100",58851,33.9403586186167
"552","sample-100",59401,33.9426102403449
"553","sample-100",59951,33.9447838132043
"554","sample-100",60501,33.9468819826881
"555","sample-100",61051,33.948907296422
"556","sample-100",61601,33.9508622084786
"557","sample-100",62151,33.9527490834615
"558","sample-100",62701,33.9545702003736
"559","sample-100",63251,33.9563277563
"560","sample-100",63801,33.9580238698781
"561","sample-100",64351,33.9596605846182
"562","sample-100",64901,33.9612398720369
"563","sample-100",65451,33.9627636346472
"564","sample-100",66001,33.964233708791
"565","sample-100",66551,33.9656518673439
"566","sample-100",67101,33.9670198222832
"567","sample-100",67651,33.9683392271268
"568","sample-100",68201,33.9696116792697
"569","sample-100",68751,33.9708387221958
"570","sample-100",69301,33.9720218475939
"571","sample-100",69851,33.9731624973737
"572","sample-100",70401,33.9742620655861
"573","sample-100",70951,33.9753219002551
"574","sample-100",71501,33.9763433051334
"575","sample-100",72051,33.9773275413641
"576","sample-100",72601,33.9782758290812
"577","sample-100",73151,33.9791893489321
"578","sample-100",73701,33.9800692435314
"579","sample-100",74251,33.9809166188517
"580","sample-100",74801,33.9817325455545
"581","sample-100",75351,33.9825180602598
"582","sample-100",75901,33.9832741667645
"583","sample-100",76451,33.9840018372042
"584","sample-100",77001,33.9847020131657
"585","sample-100",77551,33.9853756067538
"586","sample-100",78101,33.9860235016124
"587","sample-100",78651,33.9866465538992
"588","sample-100",79201,33.9872455932237
"589","sample-100",79751,33.9878214235435
"590","sample-100",80301,33.9883748240235
"591","sample-100",80851,33.9889065498602
"592","sample-100",81401,33.9894173330724
"593","sample-100",81951,33.9899078832578
"594","sample-100",82501,33.9903788883222
"595","sample-100",83051,33.990831015175
"596","sample-100",83601,33.9912649104018
"597","sample-100",84151,33.9916812009053
"598","sample-100",84701,33.9920804945252
"599","sample-100",85251,33.9924633806307
"600","sample-100",85801,33.9928304306918
"601","sample-100",86351,33.9931821988279
"602","sample-100",86901,33.9935192223354
"603","sample-100",87451,33.9938420221956
"604","sample-100",88001,33.9941511035626
"605","sample-100",88551,33.9944469562347
"606","sample-100",89101,33.9947300551069
"607","sample-100",89651,33.9950008606065
"608","sample-100",90201,33.9952598191154
"609","sample-100",90751,33.9955073633742
"610","sample-100",91301,33.9957439128742
"611","sample-100",91851,33.9959698742341
"612","sample-100",92401,33.9961856415652
"613","sample-100",92951,33.9963915968225
"614","sample-100",93501,33.9965881101445
"615","sample-100",94051,33.9967755401825
"616","sample-100",94601,33.9969542344173
"617","sample-100",95151,33.9971245294671
"618","sample-100",95701,33.9972867513843
"619","sample-100",96251,33.9974412159439
"620","sample-100",96801,33.9975882289219
"621","sample-100",97351,33.9977280863656
"622","sample-100",97901,33.9978610748556
"623","sample-100",98451,33.9979874717601
"624","sample-100",99001,33.9981075454808
"625","sample-100",99551,33.9982215556929
"626","sample-100",100101,33.9983297535772
"627","sample-100",100651,33.9984323820457
"628","sample-100",101201,33.9985296759619
"629","sample-100",101751,33.9986218623536
"630","sample-100",102301,33.9987091606209
"631","sample-100",102851,33.9987917827385
"632","sample-100",103401,33.9988699334523
"633","sample-100",103951,33.9989438104717
"634","sample-100",104501,33.9990136046561
"635","sample-100",105051,33.9990795001974
"636","sample-100",105601,33.9991416747977
"637","sample-100",106151,33.9992002998427
"638","sample-100",106701,33.9992555405712
"639","sample-100",107251,33.9993075562403
"640","sample-100",107801,33.9993565002869
"641","sample-100",108351,33.9994025204855
"642","sample-100",108901,33.9994457591026
"643","sample-100",109451,33.9994863530472
"644","sample-100",110001,33.9995244340185
"645","sample-100",110551,33.9995601286504
"646","sample-100",111101,33.9995935586521
"647","sample-100",111651,33.999624840947
"648","sample-100",112201,33.9996540878077
"649","sample-100",112751,33.9996814069883
"650","sample-100",113301,33.9997069018546
"651","sample-100",113851,33.999730671511
"652","sample-100",114401,33.9997528109253
"653","sample-100",114951,33.9997734110505
"654","sample-100",115501,33.9997925589445
"655","sample-100",116051,33.9998103378878
"656","sample-100",116601,33.9998268274978
"657","sample-100",117151,33.9998421038423
"658","sample-100",117701,33.9998562395491
"659","sample-100",118251,33.9998693039154
"660","sample-100",118801,33.999881363013
"661","sample-100",119351,33.9998924797934
"662","sample-100",119901,33.9999027141894
"663","sample-100",120451,33.9999121232153
"664","sample-100",121001,33.9999207610653
"665","sample-100",121551,33.9999286792097
"666","sample-100",122101,33.9999359264891
"667","sample-100",122651,33.9999425492072
"668","sample-100",123201,33.9999485912211
"669","sample-100",123751,33.9999540940304
"670","sample-100",124301,33.9999590968641
"671","sample-100",124851,33.9999636367659
"672","sample-100",125401,33.9999677486778
"673","sample-100",125951,33.9999714655215
"674","sample-100",126501,33.9999748182789
"675","sample-100",127051,33.9999778360697
"676","sample-100",127601,33.999980546229
"677","sample-100",128151,33.9999829743813
"678","sample-100",128701,33.9999851445142
"679","sample-100",129251,33.9999870790499
"680","sample-100",129801,33.9999887989151
"681","sample-100",130351,33.9999903236092
"682","sample-100",130901,33.9999916712712
"683","sample-100",131451,33.9999928587442
"684","sample-100",132001,33.9999939016394
"685","sample-100",132551,33.9999948143975
"686","sample-100",133101,33.9999956103485
"687","sample-100",133651,33.9999963017712
"688","sample-100",134201,33.9999968999492
"689","sample-100",134751,33.9999974152265
"690","sample-100",135301,33.9999978570615
"691","sample-100",135851,33.9999982340788
"692","sample-100",136401,33.99999855412
"693","sample-100",136951,33.9999988242923
"694","sample-100",137501,33.9999990510162
"695","sample-100",138051,33.9999992400712
"696","sample-100",138601,33.9999993966398
"697","sample-100",139151,33.9999995253502
"698","sample-100",139701,33.9999996303176
"699","sample-100",140251,33.9999997151832
"700","sample-100",140801,33.9999997831523
"701","sample-100",141351,33.9999998370306
"702","sample-100",141901,33.9999998792588
"703","sample-100",142451,33.9999999119458
"704","sample-100",143001,33.9999999369001
"705","sample-100",143551,33.9999999556602
"706","sample-100",144101,33.9999999695223
"707","sample-100",144651,33.9999999795678
"708","sample-100",145201,33.999999986688
"709","sample-100",145751,33.9999999916082
"710","sample-100",146301,33.9999999949095
"711","sample-100",146851,33.9999999970493
"712","sample-100",147401,33.9999999983805
"713","sample-100",147951,33.9999999991685
"714","sample-100",148501,33.9999999996072
"715","sample-100",149051,33.9999999998334
"716","sample-100",149601,33.9999999999387
"717","sample-100",150151,33.9999999999816
"718","sample-100",150701,33.9999999999959
"719","sample-100",151251,33.9999999999995
"720","sample-100",151801,34
"721","sample-100",152351,34
"722","sample-100",152634,34
"723","sample-101",1,0.999999999999991
"724","sample-101",551,9.95291907609047
"725","sample-101",1101,10.5865305931837
"726","sample-101",1651,10.8352187403242
"727","sample-101",2201,10.9385322682846
"728","sample-101",2751,10.9791785352192
"729","sample-101",3301,10.9937575817519
"730","sample-101",3851,10.9983964567244
"731","sample-101",4401,10.9996631175582
"732","sample-101",4951,10.9999461069774
"733","sample-101",5501,10.9999941665536
"734","sample-101",6051,10.9999996563254
"735","sample-101",6601,10.9999999931426
"736","sample-101",7151,10.9999999999888
"737","sample-101",7701,11
"738","sample-101",7775,11
"739","sample-102",1,0.999999999999997
"740","sample-102",551,13.5179367215594
"741","sample-102",1101,15.1106219191705
"742","sample-102",1651,15.8915012701477
"743","sample-102",2201,16.3420216649128
"744","sample-102",2751,16.6369449264193
"745","sample-102",3301,16.8502040489585
"746","sample-102",3851,17.016225126212
"747","sample-102",4401,17.1524480394053
"748","sample-102",4951,17.2683890671987
"749","sample-102",5501,17.3695912394834
"750","sample-102",6051,17.459479240686
