"","Site","Sample","Species"
"212","sample-1",116051,81.7835962762396
"213","sample-1",116601,81.7905408404662
"214","sample-1",117151,81.7973952394973
"215","sample-1",117701,81.804160525132
"216","sample-1",118251,81.8108377258441
"217","sample-1",118801,81.8174278471446
"218","sample-1",119351,81.8239318719181
"219","sample-1",119901,81.8303507607704
"220","sample-1",120451,81.8366854523669
"221","sample-1",121001,81.8429368637575
"222","sample-1",121551,81.8491058907372
"223","sample-1",122101,81.855193408155
"224","sample-1",122651,81.861200270245
"225","sample-1",123201,81.8671273109591
"226","sample-1",123751,81.8729753442899
"227","sample-1",124301,81.8787451645802
"228","sample-1",124851,81.8844375468475
"229","sample-1",125401,81.8900532470986
"230","sample-1",125951,81.8955930026367
"231","sample-1",126501,81.9010575323731
"232","sample-1",127051,81.9064475371276
"233","sample-1",127601,81.9117636999355
"234","sample-1",128151,81.9170066863448
"235","sample-1",128701,81.9221771447175
"236","sample-1",129251,81.9272757065144
"237","sample-1",129801,81.9323029865933
"238","sample-1",130351,81.9372595834961
"239","sample-1",130901,81.942146079731
"240","sample-1",131451,81.9469630420575
"241","sample-1",132001,81.9517110217638
"242","sample-1",132551,81.9563905549466
"243","sample-1",133101,81.9610021627809
"244","sample-1",133651,81.9655463517931
"245","sample-1",134201,81.970023614129
"246","sample-1",134751,81.9744344278174
"247","sample-1",135301,81.978779257034
"248","sample-1",135851,81.9830585523599
"249","sample-1",136401,81.9872727510378
"250","sample-1",136951,81.9914222772263
"251","sample-1",137501,81.99550754225
"252","sample-1",138051,81.9995289448478
"253","sample-1",138116,82
"254","sample-10",1,1.00000000000001
"255","sample-10",551,37.9836400277298
"256","sample-10",1101,41.9788906576167
"257","sample-10",1651,43.9467605406106
"258","sample-10",2201,45.1330492623841
"259","sample-10",2751,45.9105548576537
"260","sample-10",3301,46.4484755527067
"261","sample-10",3851,46.8374494453362
"262","sample-10",4401,47.1299633730987
"263","sample-10",4951,47.3578429538883
"264","sample-10",5501,47.5410221677934
"265","sample-10",6051,47.6923178726495
"266","sample-10",6601,47.8201654880975
"267","sample-10",7151,47.9302420180095
"268","sample-10",7701,48.0264542483141
"269","sample-10",8251,48.1115530479845
"270","sample-10",8801,48.1875219996141
"271","sample-10",9351,48.255827078612
"272","sample-10",9901,48.3175793141122
"273","sample-10",10451,48.3736421427078
"274","sample-10",11001,48.42470314415
"275","sample-10",11551,48.4713225637627
"276","sample-10",12101,48.5139665396713
"277","sample-10",12651,48.553030147991
"278","sample-10",13201,48.5888536035668
"279","sample-10",13751,48.6217338156379
"280","sample-10",14301,48.6519327614013
"281","sample-10",14851,48.6796836582547
"282","sample-10",15401,48.7051955980519
"283","sample-10",15951,48.7286570950378
"284","sample-10",16501,48.7502388576031
"285","sample-10",17051,48.7700959982666
"286","sample-10",17601,48.7883698312841
"287","sample-10",18151,48.8051893628179
"288","sample-10",18701,48.8206725480059
"289","sample-10",19251,48.8349273680041
"290","sample-10",19801,48.8480527654053
"291","sample-10",20351,48.860139466028
"292","sample-10",20901,48.8712707077737
"293","sample-10",21451,48.8815228921342
"294","sample-10",22001,48.8909661701612
"295","sample-10",22551,48.8996649721126
"296","sample-10",23101,48.9076784880228
"297","sample-10",23651,48.9150611050265
"298","sample-10",24201,48.9218628062382
"299","sample-10",24751,48.9281295351775
"300","sample-10",25301,48.9339035291296
"301","sample-10",25851,48.939223624381
"302","sample-10",26401,48.9441255358578
"303","sample-10",26951,48.9486421134621
"304","sample-10",27501,48.9528035770861
"305","sample-10",28051,48.9566377321374
"306","sample-10",28601,48.9601701672017
"307","sample-10",29151,48.9634244353273
"308","sample-10",29701,48.9664222202964
"309","sample-10",30251,48.9691834891135
"310","sample-10",30801,48.9717266318558
"311","sample-10",31351,48.9740685899138
"312","sample-10",31901,48.9762249735954
"313","sample-10",32451,48.9782101699567
"314","sample-10",33001,48.980037441682
"315","sample-10",33551,48.9817190177405
"316","sample-10",34101,48.9832661765186
"317","sample-10",34651,48.9846893220423
"318","sample-10",35201,48.9859980538757
"319","sample-10",35751,48.9872012312197
"320","sample-10",36301,48.9883070317021
"321","sample-10",36851,48.9893230053038
"322","sample-10",37401,48.9902561238302
"323","sample-10",37951,48.9911128263075
"324","sample-10",38501,48.9918990606467
"325","sample-10",39051,48.992620321891
"326","sample-10",39601,48.9932816873392
"327","sample-10",40151,48.993887848806
"328","sample-10",40701,48.9944431422673
"329","sample-10",41251,48.994951575109
"330","sample-10",41801,48.9954168511832
"331","sample-10",42351,48.9958423938601
"332","sample-10",42901,48.996231367242
"333","sample-10",43451,48.9965866956975
"334","sample-10",44001,48.9969110818564
"335","sample-10",44551,48.997207023195
"336","sample-10",45101,48.9974768273298
"337","sample-10",45651,48.9977226261281
"338","sample-10",46201,48.9979463887342
"339","sample-10",46751,48.9981499335997
"340","sample-10",47301,48.9983349396007
"341","sample-10",47851,48.9985029563181
"342","sample-10",48401,48.9986554135464
"343","sample-10",48951,48.9987936300954
"344","sample-10",49501,48.9989188219416
"345","sample-10",50051,48.9990321097789
"346","sample-10",50601,48.9991345260198
"347","sample-10",51151,48.9992270212861
"348","sample-10",51701,48.9993104704319
"349","sample-10",52251,48.9993856781329
"350","sample-10",52801,48.9994533840764
"351","sample-10",53351,48.9995142677808
"352","sample-10",53901,48.9995689530732
"353","sample-10",54451,48.9996180122505
"354","sample-10",55001,48.9996619699464
"355","sample-10",55551,48.9997013067256
"356","sample-10",56101,48.9997364624264
"357","sample-10",56651,48.9997678392668
"358","sample-10",57201,48.9997958047333
"359","sample-10",57751,48.9998206942662
"360","sample-10",58301,48.9998428137557
"361","sample-10",58851,48.9998624418619
"362","sample-10",59401,48.9998798321706
"363","sample-10",59951,48.999895215196
"364","sample-10",60501,48.9999088002408
"365","sample-10",61051,48.9999207771225
"366","sample-10",61601,48.9999313177756
"367","sample-10",62151,48.9999405777383
"368","sample-10",62701,48.999948697529
"369","sample-10",63251,48.9999558039235
"370","sample-10",63801,48.9999620111358
"371","sample-10",64351,48.9999674219115
"372","sample-10",64901,48.9999721285385
"373","sample-10",65451,48.99997621378
"374","sample-10",66001,48.9999797517363
"375","sample-10",66551,48.9999828086389
"376","sample-10",67101,48.999985443582
"377","sample-10",67651,48.9999877091953
"378","sample-10",68201,48.9999896522634
"379","sample-10",68751,48.9999913142927
"380","sample-10",69301,48.9999927320326
"381","sample-10",69851,48.9999939379521
"382","sample-10",70401,48.9999949606756
"383","sample-10",70951,48.9999958253808
"384","sample-10",71501,48.9999965541616
"385","sample-10",72051,48.9999971663582
"386","sample-10",72601,48.9999976788573
"387","sample-10",73151,48.9999981063641
"388","sample-10",73701,48.9999984616489
"389","sample-10",74251,48.9999987557698
"390","sample-10",74801,48.9999989982734
"391","sample-10",75351,48.9999991973759
"392","sample-10",75901,48.999999360125
"393","sample-10",76451,48.9999994925459
"394","sample-10",77001,48.9999995997709
"395","sample-10",77551,48.9999996861554
"396","sample-10",78101,48.9999997553813
"397","sample-10",78651,48.9999998105481
"398","sample-10",79201,48.9999998542536
"399","sample-10",79751,48.9999998886657
"400","sample-10",80301,48.9999999155844
"401","sample-10",80851,48.9999999364969
"402","sample-10",81401,48.9999999526255
"403","sample-10",81951,48.999999964969
"404","sample-10",82501,48.9999999743386
"405","sample-10",83051,48.9999999813891
"406","sample-10",83601,48.9999999866457
"407","sample-10",84151,48.9999999905261
"408","sample-10",84701,48.9999999933605
"409","sample-10",85251,48.9999999954075
"410","sample-10",85801,48.9999999968679
"411","sample-10",86351,48.9999999978962
"412","sample-10",86901,48.99999999861
"413","sample-10",87451,48.9999999990979
"414","sample-10",88001,48.9999999994259
"415","sample-10",88551,48.9999999996424
"416","sample-10",89101,48.9999999997824
"417","sample-10",89651,48.999999999871
"418","sample-10",90201,48.9999999999257
"419","sample-10",90751,48.9999999999586
"420","sample-10",91301,48.9999999999777
"421","sample-10",91851,48.9999999999885
"422","sample-10",92401,48.9999999999943
"423","sample-10",92951,48.9999999999974
"424","sample-10",93501,48.9999999999988
"425","sample-10",94051,48.9999999999995
"426","sample-10",94601,48.9999999999998
"427","sample-10",95151,48.9999999999999
"428","sample-10",95701,49
"429","sample-10",96251,49
"430","sample-10",96801,49
"431","sample-10",97351,49
"432","sample-10",97901,49
"433","sample-10",98451,49
"434","sample-10",99001,49
"435","sample-10",99551,49
"436","sample-10",99903,49
"437","sample-100",1,1.00000000000003
"438","sample-100",551,20.6479107237298
"439","sample-100",1101,25.2333776653847
"440","sample-100",1651,27.9274724763077
"441","sample-100",2201,29.7427156567661
"442","sample-100",2751,31.0709094207409
"443","sample-100",3301,32.0963890479838
"444","sample-100",3851,32.9183807013026
"445","sample-100",4401,33.5957738551162
"446","sample-100",4951,34.1660754591083
"447","sample-100",5501,34.6544437898449
"448","sample-100",6051,35.0784347597664
"449","sample-100",6601,35.4506958075878
"450","sample-100",7151,35.7805873973315
"451","sample-100",7701,36.0752030080303
"452","sample-100",8251,36.3400328173974
"453","sample-100",8801,36.5794074567472
"454","sample-100",9351,36.7968016510962
"455","sample-100",9901,36.9950462958239
"456","sample-100",10451,37.1764793960175
"457","sample-100",11001,37.3430553996013
"458","sample-100",11551,37.4964257194647
"459","sample-100",12101,37.6379989776334
"460","sample-100",12651,37.7689867570431
"461","sample-100",13201,37.8904388440425
"462","sample-100",13751,38.003270741793
"463","sample-100",14301,38.1082854242434
"464","sample-100",14851,38.2061907413397
"465","sample-100",15401,38.2976135013874
"466","sample-100",15951,38.3831109827787
"467","sample-100",16501,38.4631804353709
"468","sample-100",17051,38.5382669917137
"469","sample-100",17601,38.6087703080789
"470","sample-100",18151,38.6750501802055
"471","sample-100",18701,38.7374313243867
"472","sample-100",19251,38.7962074724887
"473","sample-100",19801,38.8516448990737
"474","sample-100",20351,38.9039854742474
"475","sample-100",20901,38.9534493182214
"476","sample-100",21451,39.0002371187607
"477","sample-100",22001,39.0445321618461
"478","sample-100",22551,39.0865021169964
"479","sample-100",23101,39.1263006116854
"480","sample-100",23651,39.1640686234506
"481","sample-100",24201,39.1999357141032
"482","sample-100",24751,39.2340211262623
"483","sample-100",25301,39.2664347598517
"484","sample-100",25851,39.2972780432697
"485","sample-100",26401,39.3266447120673
"486","sample-100",26951,39.3546215061715
"487","sample-100",27501,39.3812887951076
"488","sample-100",28051,39.4067211395665
"489","sample-100",28601,39.4309877965415
"490","sample-100",29151,39.4541531743079
"491","sample-100",29701,39.4762772426712
"492","sample-100",30251,39.4974159036069
"493","sample-100",30801,39.5176213262521
"494","sample-100",31351,39.536942250163
"495","sample-100",31901,39.5554242602619
"496","sample-100",32451,39.5731100362005
"497","sample-100",33001,39.5900395789144
"498","sample-100",33551,39.606250416645
"499","sample-100",34101,39.6217777925167
"500","sample-100",34651,39.6366548354401
"501","sample-100",35201,39.6509127160566
"502","sample-100",35751,39.6645807891467
"503","sample-100",36301,39.6776867238542
"504","sample-100",36851,39.6902566228299
"505","sample-100",37401,39.7023151313852
"506","sample-100",37951,39.7138855376431
"507","sample-100",38501,39.7249898644315
"508","sample-100",39051,39.7356489537346
"509","sample-100",39601,39.7458825444279
"510","sample-100",40151,39.7557093437849
"511","sample-100",40701,39.7651470935102
"512","sample-100",41251,39.7742126305278
"513","sample-100",41801,39.782921943245
"514","sample-100",42351,39.7912902235433
"515","sample-100",42901,39.7993319148745
"516","sample-100",43451,39.8070607568631
"517","sample-100",44001,39.8144898266334
"518","sample-100",44551,39.8216315772395
"519","sample-100",45101,39.8284978732975
"520","sample-100",45651,39.835100024217
"521","sample-100",46201,39.8414488150844
"522","sample-100",46751,39.847554535498
"523","sample-100",47301,39.8534270064227
"524","sample-100",47851,39.8590756053223
"525","sample-100",48401,39.8645092896281
"526","sample-100",48951,39.8697366187043
"527","sample-100",49501,39.874765774415
"528","sample-100",50051,39.8796045804305
"529","sample-100",50601,39.8842605203188
"530","sample-100",51151,39.8887407545503
"531","sample-100",51701,39.8930521364838
"532","sample-100",52251,39.8972012273996
"533","sample-100",52801,39.9011943106761
"534","sample-100",53351,39.9050374051222
"535","sample-100",53901,39.9087362775709
"536","sample-100",54451,39.9122964547758
"537","sample-100",55001,39.9157232346246
"538","sample-100",55551,39.9190216967619
"539","sample-100",56101,39.922196712633
"540","sample-100",56651,39.9252529549879
"541","sample-100",57201,39.9281949068943
"542","sample-100",57751,39.9310268702726
"543","sample-100",58301,39.9337529739951
"544","sample-100",58851,39.9363771815806
"545","sample-100",59401,39.9389032984943
"546","sample-100",59951,39.9413349790785
"547","sample-100",60501,39.9436757331585
"548","sample-100",61051,39.9459289323087
"549","sample-100",61601,39.9480978158277
"550","sample-100",62151,39.950185496422
"551","sample-100",62701,39.952194965615
"552","sample-100",63251,39.9541290989068
"553","sample-100",63801,39.9559906606977
"554","sample-100",64351,39.9577823089656
"555","sample-100",64901,39.9595065997426
"556","sample-100",65451,39.9611659913831
"557","sample-100",66001,39.9627628486357
"558","sample-100",66551,39.9642994465235
"559","sample-100",67101,39.9657779740655
"560","sample-100",67651,39.9672005378181
"561","sample-100",68201,39.9685691652629
"562","sample-100",68751,39.9698858080421
"563","sample-100",69301,39.9711523450571
"564","sample-100",69851,39.9723705854175
"565","sample-100",70401,39.973542271277
"566","sample-100",70951,39.9746690805315
"567","sample-100",71501,39.9757526294073
"568","sample-100",72051,39.9767944749325
"569","sample-100",72601,39.9777961173036
"570","sample-100",73151,39.9787590021488
"571","sample-100",73701,39.9796845226938
"572","sample-100",74251,39.9805740218335
"573","sample-100",74801,39.9814287941156
"574","sample-100",75351,39.9822500876372
"575","sample-100",75901,39.9830391058635
"576","sample-100",76451,39.9837970093647
"577","sample-100",77001,39.9845249174824
"578","sample-100",77551,39.9852239099213
"579","sample-100",78101,39.9858950282761
"580","sample-100",78651,39.9865392774934
"581","sample-100",79201,39.987157627267
"582","sample-100",79751,39.9877510133818
"583","sample-100",80301,39.9883203389925
"584","sample-100",80851,39.9888664758556
"585","sample-100",81401,39.989390265504
"586","sample-100",81951,39.989892520374
"587","sample-100",82501,39.9903740248864
"588","sample-100",83051,39.9908355364794
"589","sample-100",83601,39.9912777866003
"590","sample-100",84151,39.9917014816551
"591","sample-100",84701,39.9921073039173
"592","sample-100",85251,39.9924959124012
"593","sample-100",85801,39.992867943696
"594","sample-100",86351,39.9932240127692
"595","sample-100",86901,39.9935647137313
"596","sample-100",87451,39.9938906205751
"597","sample-100",88001,39.9942022878797
"598","sample-100",88551,39.9945002514887
"599","sample-100",89101,39.9947850291587
"600","sample-100",89651,39.9950571211837
"601","sample-100",90201,39.9953170109912
"602","sample-100",90751,39.9955651657177
"603","sample-100",91301,39.9958020367581
"604","sample-100",91851,39.9960280602951
"605","sample-100",92401,39.9962436578068
"606","sample-100",92951,39.9964492365544
"607","sample-100",93501,39.9966451900509
"608","sample-100",94051,39.9968318985109
"609","sample-100",94601,39.997009729284
"610","sample-100",95151,39.9971790372708
"611","sample-100",95701,39.9973401653232
"612","sample-100",96251,39.9974934446294
"613","sample-100",96801,39.9976391950847
"614","sample-100",97351,39.9977777256481
"615","sample-100",97901,39.9979093346863
"616","sample-100",98451,39.9980343103047
"617","sample-100",99001,39.9981529306661
"618","sample-100",99551,39.9982654642986
"619","sample-100",100101,39.9983721703923
"620","sample-100",100651,39.9984732990858
"621","sample-100",101201,39.9985690917418
"622","sample-100",101751,39.9986597812149
"623","sample-100",102301,39.9987455921085
"624","sample-100",102851,39.9988267410245
"625","sample-100",103401,39.9989034368041
"626","sample-100",103951,39.9989758807606
"627","sample-100",104501,39.9990442669054
"628","sample-100",105051,39.9991087821657
"629","sample-100",105601,39.9991696065966
"630","sample-100",106151,39.9992269135857
"631","sample-100",106701,39.9992808700521
"632","sample-100",107251,39.999331636639
"633","sample-100",107801,39.9993793679006
"634","sample-100",108351,39.9994242124841
"635","sample-100",108901,39.9994663133057
"636","sample-100",109451,39.9995058077221
"637","sample-100",110001,39.9995428276973
"638","sample-100",110551,39.9995774999644
"639","sample-100",111101,39.9996099461835
"640","sample-100",111651,39.9996402830949
"641","sample-100",112201,39.9996686226685
"642","sample-100",112751,39.9996950722497
"643","sample-100",113301,39.999719734701
"644","sample-100",113851,39.99974270854
"645","sample-100",114401,39.9997640880749
"646","sample-100",114951,39.9997839635353
"647","sample-100",115501,39.9998024212009
"648","sample-100",116051,39.9998195435268
"649","sample-100",116601,39.9998354092655
"650","sample-100",117151,39.9998500935866
"651","sample-100",117701,39.9998636681933
"652","sample-100",118251,39.9998762014363
"653","sample-100",118801,39.9998877584253
"654","sample-100",119351,39.9998984011377
"655","sample-100",119901,39.9999081885251
"656","sample-100",120451,39.9999171766172
"657","sample-100",121001,39.9999254186233
"658","sample-100",121551,39.9999329650323
"659","sample-100",122101,39.9999398637092
"660","sample-100",122651,39.9999461599905
"661","sample-100",123201,39.9999518967772
"662","sample-100",123751,39.9999571146255
"663","sample-100",124301,39.9999618518358
"664","sample-100",124851,39.9999661445395
"665","sample-100",125401,39.9999700267838
"666","sample-100",125951,39.9999735306151
"667","sample-100",126501,39.9999766861596
"668","sample-100",127051,39.999979521703
"669","sample-100",127601,39.9999820637678
"670","sample-100",128151,39.9999843371888
"671","sample-100",128701,39.9999863651871
"672","sample-100",129251,39.9999881694421
"673","sample-100",129801,39.9999897701616
"674","sample-100",130351,39.999991186151
"675","sample-100",130901,39.9999924348795
"676","sample-100",131451,39.9999935325456
"677","sample-100",132001,39.9999944941405
"678","sample-100",132551,39.9999953335098
"679","sample-100",133101,39.9999960634139
"680","sample-100",133651,39.999996695586
"681","sample-100",134201,39.9999972407894
"682","sample-100",134751,39.9999977088721
"683","sample-100",135301,39.9999981088208
"684","sample-100",135851,39.9999984488124
"685","sample-100",136401,39.9999987362646
"686","sample-100",136951,39.999998977884
"687","sample-100",137501,39.9999991797136
"688","sample-100",138051,39.9999993471779
"689","sample-100",138601,39.9999994851267
"690","sample-100",139151,39.9999995978772
"691","sample-100",139701,39.9999996892545
"692","sample-100",140251,39.9999997626308
"693","sample-100",140801,39.9999998209623
"694","sample-100",141351,39.999999866825
"695","sample-100",141901,39.999999902449
"696","sample-100",142451,39.9999999297508
"697","sample-100",143001,39.9999999503643
"698","sample-100",143551,39.9999999656699
"699","sample-100",144101,39.9999999768223
"700","sample-100",144651,39.9999999847768
"701","sample-100",145201,39.9999999903131
"702","sample-100",145751,39.9999999940591
"703","sample-100",146301,39.9999999965112
"704","sample-100",146851,39.9999999980548
"705","sample-100",147401,39.9999999989817
"706","sample-100",147951,39.9999999995071
"707","sample-100",148501,39.9999999997841
"708","sample-100",149051,39.9999999999171
"709","sample-100",149601,39.9999999999735
"710","sample-100",150151,39.9999999999935
"711","sample-100",150701,39.999999999999
"712","sample-100",151251,39.9999999999999
"713","sample-100",151801,40
"714","sample-100",152232,40
"715","sample-101",1,0.999999999999994
"716","sample-101",551,8.87830038733547
"717","sample-101",1101,8.98988506837624
"718","sample-101",1651,8.99925143107918
"719","sample-101",2201,8.99995630939945
"720","sample-101",2751,8.99999810459742
"721","sample-101",3301,8.99999994302518
"722","sample-101",3851,8.99999999892341
"723","sample-101",4401,8.9999999999889
"724","sample-101",4951,8.99999999999995
"725","sample-101",5501,9
"726","sample-101",6051,9
"727","sample-101",6601,9
"728","sample-101",7151,9
"729","sample-101",7701,9
"730","sample-101",7754,9
"731","sample-102",1,1
"732","sample-102",551,13.1872959993001
"733","sample-102",1101,14.488730606096
"734","sample-102",1651,15.1124341931039
"735","sample-102",2201,15.4728992107844
"736","sample-102",2751,15.7171782187201
"737","sample-102",3301,15.9023736481458
"738","sample-102",3851,16.0529837709524
"739","sample-102",4401,16.180781314525
"740","sample-102",4951,16.2921102515414
"741","sample-102",5501,16.3907596058295
"742","sample-102",6051,16.4791927168153
"743","sample-102",6601,16.5591224200867
"744","sample-102",7151,16.6318050383486
"745","sample-102",7701,16.6982028839754
