"","X","sample.id","Original.id","Location.Sample.date","Facility","Year","Season","Production","Room","Object","APC","APC_log","keep","APC_bin"
"44",97,"sample-99","E11","NL.E11.3","Facility 3",2023,"Winter","During","Filling","FPE Structure",18200,4.26007138798508,TRUE,"Medium"
"45",102,"sample-104","E1","B.E1.3","Facility 2",2023,"Winter","During","Filling","Non-FPE Structure",25500,4.40654018043396,FALSE,"Medium"
"46",105,"sample-107","E2","B.E2.2","Facility 2",2022,"Fall","During","Filling","Forklift/Pallet Jack",7500,3.8750612633917,FALSE,"Medium"
"47",106,"sample-108","E2","B.E2.3","Facility 2",2023,"Winter","During","Filling","Forklift/Pallet Jack",2320,3.3654879848909,TRUE,"Medium"
"48",107,"sample-109","E2","NL.E2.2","Facility 3",2022,"Fall","During","Office/Hallway","Non-FPE Structure",35000,4.54406804435028,TRUE,"Medium"
"49",108,"sample-110","E2","NL.E2.3","Facility 3",2023,"Winter","During","Office/Hallway","Non-FPE Structure",4440,3.64738297011462,TRUE,"Medium"
"50",111,"sample-113","E3","B.E3.2","Facility 2",2022,"Fall","During","Filling","Non-FPE Structure",1950,3.29003461136252,TRUE,"Medium"
"51",115,"sample-117","E4","B.E4.2","Facility 2",2022,"Fall","During","Warehouse","Conveyor",1520,3.18184358794477,TRUE,"Medium"
"52",116,"sample-118","E4","B.E4.3","Facility 2",2023,"Winter","During","Warehouse","Conveyor",2800,3.44715803134222,TRUE,"Medium"
"53",122,"sample-124","E5","B.E5.3","Facility 2",2023,"Winter","During","Warehouse","Door",4120,3.61489721603313,TRUE,"Medium"
"54",123,"sample-125","E5","NL.E5.2","Facility 3",2022,"Fall","During","Filling","Non-FPE Structure",90000,4.95424250943933,TRUE,"Medium"
"55",126,"sample-128","E6","B.E6.2","Facility 2",2022,"Fall","During","Warehouse","Non-FPE Structure",4000,3.60205999132796,TRUE,"Medium"
"56",132,"sample-134","E7","B.E7.3","Facility 2",2023,"Winter","During","Warehouse","Non-FPE Structure",1800,3.25527250510331,TRUE,"Medium"
"57",134,"sample-136","E7","WS.E7.2","Facility 1",2022,"Fall","During","Raw","Floor Object",11000,4.04139268515823,TRUE,"Medium"
"58",136,"sample-138","E8","B.E8.2","Facility 2",2022,"Fall","During","Office/Hallway","Floor Object",4500,3.65321251377534,TRUE,"Medium"
"59",137,"sample-139","E8","B.E8.3","Facility 2",2023,"Winter","During","Office/Hallway","Floor Object",6200,3.79239168949825,TRUE,"Medium"
"60",138,"sample-140","E8","NL.E8.2","Facility 3",2022,"Fall","During","Warehouse","Wall/Ceiling",1590,3.20139712432045,TRUE,"Medium"
"61",146,"sample-152","1","NL.01.3","Facility 3",2023,"Winter","During","Raw","Floor Object",5000,3.69897000433602,TRUE,"Medium"
"62",150,"sample-156","11","NL.11.2","Facility 3",2022,"Fall","During","Post-Pasteurization ","Cart/Rolling Bins",10500,4.02118929906994,FALSE,"Medium"
"63",162,"sample-168","15","NL.15.4","Facility 3",2023,"Spring","During","Post-Pasteurization ","Floor Object",21200,4.32633586092875,TRUE,"Medium"
"64",163,"sample-169","15","NL.15.3","Facility 3",2023,"Winter","During","Post-Pasteurization ","Floor Object",11500,4.06069784035361,TRUE,"Medium"
"65",164,"sample-170","17","NL.17.2","Facility 3",2022,"Fall","During","Post-Pasteurization ","Hose",2940,3.46834733041216,TRUE,"Medium"
"66",165,"sample-171","17","NL.17.4","Facility 3",2023,"Spring","During","Post-Pasteurization ","Hose",7600,3.88081359228079,TRUE,"Medium"
"67",166,"sample-172","17","NL.17.3","Facility 3",2023,"Winter","During","Post-Pasteurization ","Hose",6800,3.83250891270624,TRUE,"Medium"
"68",167,"sample-173","3","NL.02.2","Facility 3",2022,"Fall","During","Raw","Non-FPE Structure",93000,4.96848294855393,FALSE,"Medium"
"69",171,"sample-177","21","NL.21.2","Facility 3",2022,"Fall","During","Warehouse","Forklift/Pallet Jack",2050,3.31175386105575,TRUE,"Medium"
"70",173,"sample-179","21","NL.21.3","Facility 3",2023,"Winter","During","Warehouse","Forklift/Pallet Jack",9880,3.99475694458763,TRUE,"Medium"
"71",175,"sample-181","22","NL.22.3","Facility 3",2023,"Winter","During","Filling","Drain",13600,4.13353890837022,TRUE,"Medium"
"72",176,"sample-182","23","NL.23.2","Facility 3",2022,"Fall","During","Filling","Drain",1840,3.26481782300954,TRUE,"Medium"
"73",178,"sample-184","23","NL.23.3","Facility 3",2023,"Winter","During","Filling","Drain",5120,3.70926996097583,TRUE,"Medium"
"74",179,"sample-185","24","NL.24.4","Facility 3",2023,"Spring","During","Filling","Conveyor",3480,3.54157924394658,TRUE,"Medium"
"75",182,"sample-188","26","NL.26.2","Facility 3",2022,"Fall","During","Filling","Drain",11500,4.06069784035361,TRUE,"Medium"
"76",183,"sample-189","26","NL.26.4","Facility 3",2023,"Spring","During","Filling","Drain",66200,4.8208579894397,TRUE,"Medium"
"77",186,"sample-192","28","NL.28.2","Facility 3",2022,"Fall","During","Filling","Conveyor",11500,4.06069784035361,TRUE,"Medium"
"78",187,"sample-193","28","NL.28.3","Facility 3",2023,"Winter","During","Filling","Conveyor",6080,3.78390357927274,TRUE,"Medium"
"79",192,"sample-198","30","NL.30.4","Facility 3",2023,"Spring","During","Filling","Hose",1120,3.04921802267018,TRUE,"Medium"
"80",197,"sample-203","32","NL.32.3","Facility 3",2023,"Winter","During","Filling","FPE Structure",21100,4.32428245529769,TRUE,"Medium"
"81",198,"sample-204","33","NL.33.2","Facility 3",2022,"Fall","During","Filling","Door",3870,3.58771096501891,TRUE,"Medium"
"82",207,"sample-213","37","NL.37.3","Facility 3",2023,"Winter","During","Filling","Conveyor",3920,3.59328606702046,TRUE,"Medium"
"83",209,"sample-215","38","NL.38.3","Facility 3",2023,"Winter","During","Filling","FPE Structure",1080,3.03342375548695,TRUE,"Medium"
"84",213,"sample-219","4","NL.04.2","Facility 3",2022,"Fall","During","Warehouse","Forklift/Pallet Jack",10500,4.02118929906994,TRUE,"Medium"
"85",214,"sample-220","4","NL.04.4","Facility 3",2023,"Spring","During","Warehouse","Forklift/Pallet Jack",6560,3.81690383937566,TRUE,"Medium"
"86",216,"sample-222","40","NL.40.2","Facility 3",2022,"Fall","During","Filling","Drain",15000,4.17609125905568,TRUE,"Medium"
"87",218,"sample-224","40","NL.40.3","Facility 3",2023,"Winter","During","Filling","Drain",14200,4.15228834438306,TRUE,"Medium"
"88",222,"sample-228","42","NL.42.2","Facility 3",2022,"Fall","During","Filling","Hose",2030,3.30749603791321,FALSE,"Medium"
"89",224,"sample-230","42","NL.42.3","Facility 3",2023,"Winter","During","Filling","Hose",48600,4.68663626926229,TRUE,"Medium"
"90",226,"sample-232","43","NL.43.4","Facility 3",2023,"Spring","During","Filling","Drain",16700,4.22271647114758,TRUE,"Medium"
"91",229,"sample-235","44","NL.44.4","Facility 3",2023,"Spring","During","Filling","Non-FPE Structure",1320,3.12057393120585,FALSE,"Medium"
"92",231,"sample-237","45","NL.45.2","Facility 3",2022,"Fall","During","Filling","Drain",52500,4.72015930340596,TRUE,"Medium"
"93",233,"sample-239","46","NL.46.2","Facility 3",2022,"Fall","During","Filling","Non-FPE Structure",1020,3.00860017176192,FALSE,"Medium"
"94",234,"sample-240","46","NL.46.4","Facility 3",2023,"Spring","During","Filling","Non-FPE Structure",1320,3.12057393120585,TRUE,"Medium"
"95",238,"sample-244","47","NL.47.3","Facility 3",2023,"Winter","During","Filling","FPE Structure",2720,3.4345689040342,TRUE,"Medium"
"96",242,"sample-248","5","NL.05.2","Facility 3",2022,"Fall","During","Warehouse","Cleaning Tools",1140,3.05690485133647,FALSE,"Medium"
"97",246,"sample-252","50","NL.50.4","Facility 3",2023,"Spring","During","Warehouse","Floor Object",14700,4.16731733474818,TRUE,"Medium"
"98",247,"sample-253","50","NL.50.3","Facility 3",2023,"Winter","During","Warehouse","Floor Object",2160,3.33445375115093,TRUE,"Medium"
"99",250,"sample-256","51","NL.51.3","Facility 3",2023,"Winter","During","Warehouse","Fan/Vent",5600,3.7481880270062,TRUE,"Medium"
"100",251,"sample-257","52","NL.52.2","Facility 3",2022,"Fall","During","Warehouse","Forklift/Pallet Jack",10000,4,FALSE,"Medium"
"101",252,"sample-258","52","NL.52.4","Facility 3",2023,"Spring","During","Warehouse","Forklift/Pallet Jack",3920,3.59328606702046,TRUE,"Medium"
"102",253,"sample-259","52","NL.52.3","Facility 3",2023,"Winter","During","Warehouse","Forklift/Pallet Jack",13200,4.12057393120585,TRUE,"Medium"
"103",255,"sample-261","6","NL.06.4","Facility 3",2023,"Spring","During","Warehouse","Non-FPE Structure",2000,3.30102999566398,TRUE,"Medium"
"104",265,"sample-271","E10","NL.E10.4","Facility 3",2023,"Spring","During","Warehouse","Drain",11200,4.04921802267018,TRUE,"Medium"
"105",266,"sample-272","E11","NL.E11.4","Facility 3",2023,"Spring","During","Filling","FPE Structure",9760,3.98944981766669,TRUE,"Medium"
"106",267,"sample-273","E12","NL.E12.4","Facility 3",2023,"Spring","During","Filling","FPE Structure",1320,3.12057393120585,FALSE,"Medium"
"107",269,"sample-275","E14","NL.E14.4","Facility 3",2023,"Spring","During","Filling","Conveyor",9400,3.9731278535997,FALSE,"Medium"
"108",274,"sample-280","E27","NL.E27.4","Facility 3",2023,"Spring","During","Filling","Conveyor",6760,3.82994669594164,FALSE,"Medium"
"109",276,"sample-282","E8","NL.E8.4","Facility 3",2023,"Spring","During","Warehouse","Wall/Ceiling",22900,4.35983548233989,TRUE,"Medium"
"110",279,"sample-285","10","WS.10.2","Facility 1",2022,"Fall","During","Raw","Hose",13500,4.13033376849501,TRUE,"Medium"
"111",285,"sample-291","12","WS.12.2","Facility 1",2022,"Fall","During","Raw","Fan/Vent",21500,4.3324384599156,TRUE,"Medium"
"112",286,"sample-292","12","WS.12.4","Facility 1",2023,"Spring","During","Raw","Fan/Vent",6040,3.78103693862113,TRUE,"Medium"
"113",288,"sample-294","13","WS.13.2","Facility 1",2022,"Fall","During","Raw","FPE Structure",51000,4.70757017609794,TRUE,"Medium"
"114",291,"sample-297","14","WS.14.2","Facility 1",2022,"Fall","During","Warehouse","Floor Object",3360,3.52633927738984,TRUE,"Medium"
"115",297,"sample-303","16","WS.16.4","Facility 1",2023,"Spring","During","Warehouse","Floor Object",3920,3.59328606702046,TRUE,"Medium"
"116",299,"sample-305","17","WS.17.4","Facility 1",2023,"Spring","During","Warehouse","Cleaning Tools",3480,3.54157924394658,FALSE,"Medium"
"117",300,"sample-306","17","WS.17.3","Facility 1",2023,"Winter","During","Warehouse","Cleaning Tools",5040,3.70243053644553,TRUE,"Medium"
"118",305,"sample-311","20","WS.20.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Drain",6500,3.81291335664286,TRUE,"Medium"
"119",308,"sample-314","21","WS.21.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Door",1800,3.25527250510331,TRUE,"Medium"
"120",310,"sample-316","21","WS.21.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Door",1840,3.26481782300954,TRUE,"Medium"
"121",312,"sample-318","23","WS.23.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Hose",8500,3.92941892571429,TRUE,"Medium"
"122",313,"sample-319","23","WS.23.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Hose",5320,3.72591163229505,FALSE,"Medium"
"123",315,"sample-321","24","WS.24.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","Floor Object",8120,3.90955602924118,TRUE,"Medium"
"124",318,"sample-324","25","WS.25.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","FPE Structure",27000,4.43136376415899,TRUE,"Medium"
"125",322,"sample-328","26","WS.26.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Hose",46400,4.66651798055488,TRUE,"Medium"
"126",323,"sample-329","27","WS.27.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Hose",38500,4.5854607295085,TRUE,"Medium"
"127",324,"sample-330","27","WS.27.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","Hose",6640,3.82216807936802,TRUE,"Medium"
"128",325,"sample-331","27","WS.27.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Hose",18200,4.26007138798508,TRUE,"Medium"
"129",327,"sample-333","28","WS.28.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","FPE Structure",36700,4.56466606425209,TRUE,"Medium"
"130",330,"sample-336","29","WS.29.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","Floor Object",14800,4.17026171539496,TRUE,"Medium"
"131",331,"sample-337","29","WS.29.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Floor Object",2680,3.42813479402879,TRUE,"Medium"
"132",333,"sample-339","30","WS.30.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Cart/Rolling Bins",45100,4.65417654187796,TRUE,"Medium"
"133",335,"sample-341","31","WS.31.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","FPE Structure",12000,4.07918124604763,TRUE,"Medium"
"134",343,"sample-349","36","WS.36.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Wall/Ceiling",27000,4.43136376415899,TRUE,"Medium"
"135",345,"sample-351","36","WS.36.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Wall/Ceiling",13400,4.12710479836481,TRUE,"Medium"
"136",350,"sample-356","39","WS.39.4","Facility 1",2023,"Spring","During","Filling","Forklift/Pallet Jack",3400,3.53147891704225,TRUE,"Medium"
"137",355,"sample-361","40","WS.40.2","Facility 1",2022,"Fall","During","Filling","Cart/Rolling Bins",89500,4.95182303531591,TRUE,"Medium"
"138",359,"sample-365","41","WS.41.4","Facility 1",2023,"Spring","During","Filling","Cart/Rolling Bins",60000,4.77815125038364,FALSE,"Medium"
"139",361,"sample-367","42","WS.42.2","Facility 1",2022,"Fall","During","Filling","Drain",1250,3.09691001300806,TRUE,"Medium"
"140",362,"sample-368","42","WS.42.4","Facility 1",2023,"Spring","During","Filling","Drain",16100,4.20682587603185,TRUE,"Medium"
"141",368,"sample-374","44","WS.44.4","Facility 1",2023,"Spring","During","Filling","Floor Object",14000,4.14612803567824,TRUE,"Medium"
"142",376,"sample-382","47","WS.47.4","Facility 1",2023,"Spring","During","Warehouse","Door",1720,3.23552844690755,FALSE,"Medium"
"143",378,"sample-384","48","WS.48.2","Facility 1",2022,"Fall","During","Warehouse","Door",5500,3.74036268949424,TRUE,"Medium"
"144",379,"sample-385","48","WS.48.4","Facility 1",2023,"Spring","During","Warehouse","Door",1280,3.10720996964787,TRUE,"Medium"
"145",380,"sample-386","48","WS.48.3","Facility 1",2023,"Winter","During","Warehouse","Door",2040,3.3096301674259,TRUE,"Medium"
"146",382,"sample-388","49","WS.49.4","Facility 1",2023,"Spring","During","Warehouse","Fan/Vent",2840,3.45331834004704,TRUE,"Medium"
"147",383,"sample-389","49","WS.49.3","Facility 1",2023,"Winter","During","Warehouse","Fan/Vent",1200,3.07918124604762,FALSE,"Medium"
"148",389,"sample-395","50","WS.50.3","Facility 1",2023,"Winter","During","Warehouse","Fan/Vent",1560,3.19312459835446,TRUE,"Medium"
"149",391,"sample-397","51","WS.51.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","FPE Structure",15500,4.19033169817029,TRUE,"Medium"
"150",392,"sample-398","51","WS.51.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","FPE Structure",1200,3.07918124604762,TRUE,"Medium"
"151",393,"sample-399","6","WS.06.2","Facility 1",2022,"Fall","During","Warehouse","Forklift/Pallet Jack",7500,3.8750612633917,TRUE,"Medium"
"152",409,"sample-415","E5","WS.E5.4","Facility 1",2023,"Spring","During","Warehouse","Conveyor",80000,4.90308998699194,TRUE,"Medium"
"153",410,"sample-416","E6","WS.E6.4","Facility 1",2023,"Spring","During","Office/Hallway","Floor Object",34700,4.54032947479087,TRUE,"Medium"
"154",417,"sample-427","13A","B.13A.1","Facility 2",2022,"Summer","Before","Post-Pasteurization ","Floor Object",4630,3.66558099101795,FALSE,"Medium"
"155",423,"sample-433","1B","B.01B.1","Facility 2",2022,"Summer","During","Raw","Drain",3500,3.54406804435028,FALSE,"Medium"
"156",424,"sample-434","20A","B.20A.1","Facility 2",2022,"Summer","Before","Filling","Non-FPE Structure",22600,4.3541084391474,FALSE,"Medium"
"157",426,"sample-436","23B","B.23B.1","Facility 2",2022,"Summer","During","Filling","FPE Structure",15000,4.17609125905568,FALSE,"Medium"
"158",429,"sample-439","26A","B.26A.1","Facility 2",2022,"Summer","Before","Warehouse","Door",1090,3.03742649794062,TRUE,"Medium"
"159",431,"sample-441","27A","B.27A.1","Facility 2",2022,"Summer","Before","Warehouse","Forklift/Pallet Jack",1400,3.14612803567824,TRUE,"Medium"
"160",432,"sample-442","28A","B.28A.1","Facility 2",2022,"Summer","Before","Warehouse","Floor Object",1250,3.09691001300806,TRUE,"Medium"
"161",433,"sample-443","29B","B.29B.1","Facility 2",2022,"Summer","During","Warehouse","Cleaning Tools",1510,3.17897694729317,FALSE,"Medium"
"162",438,"sample-448","33B","B.33B.1","Facility 2",2022,"Summer","During","Warehouse","Door",2490,3.39619934709574,FALSE,"Medium"
"163",449,"sample-460","13","NL.13.1","Facility 3",2022,"Summer","During","Post-Pasteurization ","Drain",16000,4.20411998265593,TRUE,"Medium"
"164",451,"sample-462","15","NL.15.1","Facility 3",2022,"Summer","During","Post-Pasteurization ","Floor Object",1500,3.17609125905568,TRUE,"Medium"
"165",453,"sample-464","2","NL.02.1","Facility 3",2022,"Summer","During","Raw","Non-FPE Structure",1120,3.04921802267018,TRUE,"Medium"
"166",455,"sample-466","23","NL.23.1","Facility 3",2022,"Summer","During","Filling","Drain",1600,3.20411998265592,TRUE,"Medium"
"167",456,"sample-467","24","NL.24.1","Facility 3",2022,"Summer","During","Filling","Conveyor",2260,3.3541084391474,TRUE,"Medium"
"168",460,"sample-471","31","NL.31.1","Facility 3",2022,"Summer","During","Filling","Door",80000,4.90308998699194,TRUE,"Medium"
"169",461,"sample-472","33","NL.33.1","Facility 3",2022,"Summer","During","Filling","Door",80000,4.90308998699194,TRUE,"Medium"
"170",462,"sample-473","35","NL.35.1","Facility 3",2022,"Summer","During","Warehouse","Door",5000,3.69897000433602,TRUE,"Medium"
"171",464,"sample-475","38","NL.38.1","Facility 3",2022,"Summer","During","Filling","FPE Structure",8000,3.90308998699194,TRUE,"Medium"
"172",465,"sample-476","4","NL.04.1","Facility 3",2022,"Summer","During","Warehouse","Forklift/Pallet Jack",25000,4.39794000867204,TRUE,"Medium"
"173",468,"sample-479","43","NL.43.1","Facility 3",2022,"Summer","During","Filling","Drain",21500,4.3324384599156,TRUE,"Medium"
"174",470,"sample-481","5","NL.05.1","Facility 3",2022,"Summer","During","Warehouse","Cleaning Tools",2800,3.44715803134222,TRUE,"Medium"
"175",472,"sample-483","52","NL.52.1","Facility 3",2022,"Summer","During","Warehouse","Forklift/Pallet Jack",1100,3.04139268515822,TRUE,"Medium"
"176",473,"sample-484","7","NL.07.1","Facility 3",2022,"Summer","During","Warehouse","Door",15000,4.17609125905568,TRUE,"Medium"
"177",476,"sample-487","12","WS.12.1","Facility 1",2022,"Summer","During","Raw","Fan/Vent",3710,3.56937390961505,FALSE,"Medium"
"178",478,"sample-489","16","WS.16.1","Facility 1",2022,"Summer","During","Warehouse","Floor Object",1800,3.25527250510331,FALSE,"Medium"
"179",480,"sample-491","25","WS.25.1","Facility 1",2022,"Summer","During","Post-Pasteurization ","FPE Structure",1780,3.25042000230889,TRUE,"Medium"
"180",481,"sample-492","26","WS.26.1","Facility 1",2022,"Summer","During","Post-Pasteurization ","Hose",8000,3.90308998699194,FALSE,"Medium"
"181",482,"sample-493","27","WS.27.1","Facility 1",2022,"Summer","During","Post-Pasteurization ","Hose",39000,4.5910646070265,TRUE,"Medium"
"182",483,"sample-494","28","WS.28.1","Facility 1",2022,"Summer","During","Post-Pasteurization ","FPE Structure",24500,4.38916608436453,FALSE,"Medium"
"183",486,"sample-497","31","WS.31.1","Facility 1",2022,"Summer","During","Post-Pasteurization ","FPE Structure",15600,4.19312459835446,FALSE,"Medium"
"184",490,"sample-501","40","WS.40.1","Facility 1",2022,"Summer","During","Filling","Cart/Rolling Bins",72000,4.85733249643127,FALSE,"Medium"
"185",491,"sample-502","41","WS.41.1","Facility 1",2022,"Summer","During","Filling","Cart/Rolling Bins",35500,4.55022835305509,TRUE,"Medium"
"186",492,"sample-503","42","WS.42.1","Facility 1",2022,"Summer","During","Filling","Drain",42000,4.6232492903979,FALSE,"Medium"
"187",494,"sample-505","44","WS.44.1","Facility 1",2022,"Summer","During","Filling","Floor Object",1500,3.17609125905568,TRUE,"Medium"
"188",496,"sample-507","46","WS.46.1","Facility 1",2022,"Summer","During","Warehouse","Drain",43000,4.63346845557959,FALSE,"Medium"
"189",501,"sample-512","51","WS.51.1","Facility 1",2022,"Summer","During","Post-Pasteurization ","FPE Structure",11200,4.04921802267018,FALSE,"Medium"
"190",5,"sample-5","10","B.10.3","Facility 2",2023,"Winter","During","Raw","Cleaning Tools",0,0,TRUE,"Low"
"191",6,"sample-6","11","B.11.2","Facility 2",2022,"Fall","During","Raw","Cleaning Tools",20,1.30102999566398,FALSE,"Low"
"192",7,"sample-7","11","B.11.4","Facility 2",2023,"Spring","During","Raw","Cleaning Tools",960,2.98227123303957,FALSE,"Low"
"193",8,"sample-8","11","B.11.3","Facility 2",2023,"Winter","During","Raw","Cleaning Tools",200,2.30102999566398,FALSE,"Low"
"194",15,"sample-15","15","B.15.3","Facility 2",2023,"Winter","During","Filling","Conveyor",1000,3,TRUE,"Low"
"195",22,"sample-22","18","B.18.2","Facility 2",2022,"Fall","During","Filling","Wall/Ceiling",95,1.97772360528885,TRUE,"Low"
"196",25,"sample-25","19","B.19.2","Facility 2",2022,"Fall","During","Filling","Cart/Rolling Bins",0,0,FALSE,"Low"
"197",28,"sample-28","2","B.02.2","Facility 2",2022,"Fall","During","Raw","Hose",20,1.30102999566398,TRUE,"Low"
"198",29,"sample-29","2","B.02.4","Facility 2",2023,"Spring","During","Raw","Hose",160,2.20411998265592,TRUE,"Low"
"199",30,"sample-30","2","B.02.3","Facility 2",2023,"Winter","During","Raw","Hose",760,2.88081359228079,TRUE,"Low"
"200",31,"sample-31","20","B.20.2","Facility 2",2022,"Fall","During","Filling","Non-FPE Structure",130,2.11394335230684,TRUE,"Low"
"201",33,"sample-33","20","B.20.3","Facility 2",2023,"Winter","During","Filling","Non-FPE Structure",400,2.60205999132796,TRUE,"Low"
"202",40,"sample-40","25","B.25.2","Facility 2",2022,"Fall","During","Warehouse","Fan/Vent",85,1.92941892571429,FALSE,"Low"
"203",45,"sample-45","26","B.26.3","Facility 2",2023,"Winter","During","Warehouse","Door",160,2.20411998265592,TRUE,"Low"
"204",48,"sample-48","27","B.27.3","Facility 2",2023,"Winter","During","Warehouse","Forklift/Pallet Jack",0,0,TRUE,"Low"
"205",49,"sample-49","28","B.28.2","Facility 2",2022,"Fall","During","Warehouse","Floor Object",725,2.86033800657099,TRUE,"Low"
"206",51,"sample-51","28","B.28.3","Facility 2",2023,"Winter","During","Warehouse","Floor Object",680,2.83250891270624,TRUE,"Low"
"207",53,"sample-53","29","B.29.3","Facility 2",2023,"Winter","During","Warehouse","Cleaning Tools",240,2.38021124171161,TRUE,"Low"
"208",55,"sample-55","3","B.03.4","Facility 2",2023,"Spring","During","Raw","Hose",880,2.94448267215017,TRUE,"Low"
"209",66,"sample-66","33","B.33.2","Facility 2",2022,"Fall","During","Warehouse","Door",700,2.84509804001426,TRUE,"Low"
"210",69,"sample-69","4","B.04.2","Facility 2",2022,"Fall","During","Raw","Cleaning Tools",535,2.72835378202123,TRUE,"Low"
"211",72,"sample-72","5","B.05.2","Facility 2",2022,"Fall","During","Raw","Door",340,2.53147891704225,TRUE,"Low"
"212",73,"sample-73","5","B.05.4","Facility 2",2023,"Spring","During","Raw","Door",80,1.90308998699194,FALSE,"Low"
"213",74,"sample-74","5","B.05.3","Facility 2",2023,"Winter","During","Raw","Door",360,2.55630250076729,FALSE,"Low"
"214",75,"sample-75","6","B.06.2","Facility 2",2022,"Fall","During","Raw","Floor Object",35,1.54406804435028,TRUE,"Low"
"215",76,"sample-76","7","B.07.2","Facility 2",2022,"Fall","During","Raw","Drain",35,1.54406804435028,FALSE,"Low"
"216",77,"sample-77","7","B.07.4","Facility 2",2023,"Spring","During","Raw","Drain",480,2.68124123737559,TRUE,"Low"
"217",78,"sample-78","7","B.07.3","Facility 2",2023,"Winter","During","Raw","Drain",40,1.60205999132796,FALSE,"Low"
"218",82,"sample-82","9","B.09.2","Facility 2",2022,"Fall","During","Raw","Cart/Rolling Bins",135,2.13033376849501,FALSE,"Low"
"219",84,"sample-84","E10","B.E10.4","Facility 2",2023,"Spring","During","Post-Pasteurization ","Non-FPE Structure",0,0,TRUE,"Low"
"220",90,"sample-90","E7","B.E7.4","Facility 2",2023,"Spring","During","Warehouse","Non-FPE Structure",160,2.20411998265592,TRUE,"Low"
"221",92,"sample-92","E9","B.E9.4","Facility 2",2023,"Spring","During","Post-Pasteurization ","FPE Structure",200,2.30102999566398,TRUE,"Low"
"222",93,"sample-95","E10","B.E10.3","Facility 2",2023,"Winter","During","Post-Pasteurization ","Non-FPE Structure",40,1.60205999132796,TRUE,"Low"
"223",94,"sample-96","E10","NL.E10.2","Facility 3",2022,"Fall","During","Warehouse","Drain",390,2.5910646070265,TRUE,"Low"
"224",99,"sample-101","E12","NL.E12.3","Facility 3",2023,"Winter","During","Filling","FPE Structure",760,2.88081359228079,FALSE,"Low"
"225",101,"sample-103","E1","B.E1.2","Facility 2",2022,"Fall","During","Filling","Non-FPE Structure",255,2.40654018043396,TRUE,"Low"
"226",103,"sample-105","E1","NL.E1.2","Facility 3",2022,"Fall","During","Office/Hallway","Non-FPE Structure",0,0,FALSE,"Low"
"227",104,"sample-106","E1","WS.E1.2","Facility 1",2022,"Fall","During","Warehouse","Non-FPE Structure",0,0,FALSE,"Low"
"228",112,"sample-114","E3","B.E3.3","Facility 2",2023,"Winter","During","Filling","Non-FPE Structure",80,1.90308998699194,TRUE,"Low"
"229",117,"sample-119","E4","NL.E4.2","Facility 3",2022,"Fall","During","Filling","Non-FPE Structure",0,0,TRUE,"Low"
"230",118,"sample-120","E4","NL.E4.3","Facility 3",2023,"Winter","During","Filling","Non-FPE Structure",160,2.20411998265592,TRUE,"Low"
"231",119,"sample-121","E4","WS.E4.2","Facility 1",2022,"Fall","During","Warehouse","Conveyor",940,2.9731278535997,TRUE,"Low"
"232",121,"sample-123","E5","B.E5.2","Facility 2",2022,"Fall","During","Warehouse","Door",575,2.75966784468963,TRUE,"Low"
"233",127,"sample-129","E6","B.E6.3","Facility 2",2023,"Winter","During","Warehouse","Non-FPE Structure",120,2.07918124604762,FALSE,"Low"
"234",131,"sample-133","E7","B.E7.2","Facility 2",2022,"Fall","During","Warehouse","Floor Object",715,2.85430604180108,TRUE,"Low"
"235",140,"sample-142","E8","WS.E8.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Door",600,2.77815125038364,TRUE,"Low"
"236",145,"sample-151","1","NL.01.4","Facility 3",2023,"Spring","During","Raw","Floor Object",480,2.68124123737559,TRUE,"Low"
"237",170,"sample-176","20","NL.20.3","Facility 3",2023,"Winter","During","Post-Pasteurization ","Wall/Ceiling",120,2.07918124604762,TRUE,"Low"
"238",172,"sample-178","21","NL.21.4","Facility 3",2023,"Spring","During","Warehouse","Forklift/Pallet Jack",840,2.92427928606188,TRUE,"Low"
"239",177,"sample-183","23","NL.23.4","Facility 3",2023,"Spring","During","Filling","Drain",0,0,TRUE,"Low"
"240",181,"sample-187","25","NL.25.2","Facility 3",2022,"Fall","During","Filling","Non-FPE Structure",0,0,TRUE,"Low"
