"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"0418eca74c0ecaeefeefa968631b2675","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Moraxellaceae"," g__Acinetobacter"," s__"
"2724a3525b9dad63b37fb3b7b94e1604","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__S24-7"," g__"," s__"
"3914b5b5c88f110905ae4790101df5d9","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae","g__","s__"
"53e9cb3c13c679c670c503666306fc6b","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Dehalobacteriaceae"," g__"," s__"
"03b67b590b30c697130d95a2b7ddb0d8","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae"," g__Pelomonas","s__"
"49db0020c55cb20ffd0274fb44d314ef","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"93e16ae704eb0be05a21f7c415a29537","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales"," f__Bacillaceae"," g__Bacillus"," s__coagulans"
"b2fe733ca15dafc336ea4fc1ecdcead1","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Hyphomicrobiaceae"," g__Hyphomicrobium"," s__"
"df578dba2ba697a6e36fa458d2103b1b","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae"," g__Blautia"," s__producta"
"1ef022889bbe7475701c8968780e844f","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae","g__","s__"
"37332c278194c32c47598716e7ed1bad","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingomonas","s__"
"59ed9a3638e48279f49afcee2f61b602","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Oxalobacteraceae"," g__Massilia","s__"
"5e3afa26f1b42e0221c234a7e56c9f57","k__Bacteria"," p__Bacteroidetes"," c__Sphingobacteriia"," o__Sphingobacteriales"," f__Sphingobacteriaceae"," g__Sphingobacterium"," s__faecium"
"a17084b2ea3d30743ec447338f41c06f","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodospirillales"," f__Acetobacteraceae"," g__"," s__"
"b1ea7ee256cd935e7a1225338058d4b8","k__Bacteria"," p__Actinobacteria"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__C111"," g__"," s__"
"0f75a07568dd290d80ca4eec359c54d7","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Cellulomonadaceae"," g__Cellulomonas"," s__"
"622f6097b47017e1a4333dcf24704118","k__Bacteria"," p__Bacteroidetes"," c__[Saprospirae]"," o__[Saprospirales]"," f__Chitinophagaceae"," g__"," s__"
"cd8fcc330ed7383a1f78f0e25ceb6a8e","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Nocardioidaceae","g__","s__"
"f221943af9b6b7974eb39575be2ef25f","k__Bacteria"," p__Acidobacteria"," c__Solibacteres"," o__Solibacterales"," f__"," g__"," s__"
"36e51c68bb1ed56abdd8221fdf5f504b","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae"," g__Limnobacter"," s__"
"3ec0b85428bbca909b50045f185eba02","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales"," f__Bacillaceae","g__","s__"
"4e285b8ed6b6dd206c81932b959b11a6","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodospirillales"," f__Rhodospirillaceae"," g__Novispirillum"," s__"
"73cf79f55b9e8319123bac6dff7d70ce","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales","f__","g__","s__"
"a50c6807b1e4bec39f1f49ee9b3d8e08","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__OPB54"," f__"," g__"," s__"
"f6c061f711b69d3304b3f071b7316cb7","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Microbacteriaceae"," g__Microbacterium","s__"
"ff76d6cb905d2f949df74c2eebb0759b","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingomonas","s__"
"1c60d4b6ebe67933253dde4123a6fb55","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae","g__","s__"
"5434e6fc04f358511b6d044af0a82510","k__Bacteria","p__","c__","o__","f__","g__","s__"
"598d08815cdacf77847b40928a4a6dbb","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodospirillales"," f__Acetobacteraceae"," g__"," s__"
"88123d85b24370412ac4418ce1a73e5c","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae","g__","s__"
"8c99fa7e73e420748d5959e8b4d2a8c2","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiaceae"," g__Agrobacterium"," s__"
"b3b3785591bee877644e402efe4ec35d","k__Bacteria"," p__TM7"," c__TM7-3"," o__EW055"," f__"," g__"," s__"
"c9a827160b7c94a928bc2166a87a54be","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Nocardioidaceae"," g__Aeromicrobium"," s__"
"19525f6e2303f87942abf7720f6d712e","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Ruminococcus","s__"
"534f537bb6381fd5f0a8c508166e1ea5","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales"," f__Bacillaceae"," g__Bacillus"," s__thermoamylovorans"
"6b7de185793957345f8683dff6defac8","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiaceae","g__","s__"
"88dde09bfd95835b42457e9e79b7a8a5","k__Bacteria"," p__Bacteroidetes"," c__[Saprospirae]"," o__[Saprospirales]"," f__Chitinophagaceae"," g__Flavisolibacter"," s__"
"9e5184a0c0a54e4c5bec25bd62ea871f","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales"," f__[Exiguobacteraceae]"," g__Exiguobacterium"," s__"
"a395cc9e138482068203e3a44a5080cf","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__"," g__"," s__"
"af52a8c993dc73754325a4c9d89c8baf","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Porphyromonadaceae"," g__Parabacteroides"," s__distasonis"
"e0c3bdef58b8b5461f95883b131dbce6","k__Bacteria"," p__Planctomycetes"," c__Planctomycetia"," o__Gemmatales"," f__Gemmataceae"," g__"," s__"
"e9fc09ce2308ff9f120ab4543be52949","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Streptococcaceae"," g__Streptococcus","s__"
"49b3fc36a946c6e22b452d0f602a48ce","k__Bacteria"," p__Bacteroidetes"," c__[Saprospirae]"," o__[Saprospirales]"," f__Chitinophagaceae"," g__"," s__"
"75d20794f15b60ab4456db23bbc4be18","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria","o__","f__","g__","s__"
"890afd84d3006310e1540a893dcd1f56","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales","f__","g__","s__"
"9e6f8abe062ddd88d800015be1db79fc","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Oxalobacteraceae","g__","s__"
"bd278acab06e24f6a10368f8a3779851","k__Bacteria"," p__Bacteroidetes"," c__Flavobacteriia"," o__Flavobacteriales"," f__Flavobacteriaceae"," g__Flavobacterium"," s__"
"c85bb8131d018e1a34bee38f5dbd10b3","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingomonas"," s__"
"1d54cef57bb2642013c2f57852c0262e","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__"," s__"
"1dd85b940d1d801f2f32a70afdf1af3d","k__Bacteria"," p__Cyanobacteria"," c__Chloroplast"," o__Streptophyta"," f__"," g__"," s__"
"1f58fa05fa6514190cd6283e00515dcd","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Rhodobacter"," s__"
"ad778f09a564b10efd098a03c975a71b","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__SC-I-84"," f__"," g__"," s__"
"0252842cbd94c9668eb183be0eb16a05","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Lactobacillaceae"," g__Lactobacillus"," s__zeae"
"028ad1137a39e001cb16a5ec9bcf87d1","k__Bacteria"," p__Bacteroidetes"," c__Sphingobacteriia"," o__Sphingobacteriales"," f__Sphingobacteriaceae"," g__Sphingobacterium"," s__"
"0e7926b0491780141afa73997be7ca5a","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Micrococcaceae"," g__Nesterenkonia"," s__"
"26561a8786f8fd4af00342dd7e322375","k__Bacteria"," p__Bacteroidetes"," c__[Saprospirae]"," o__[Saprospirales]"," f__Chitinophagaceae"," g__Segetibacter"," s__"
"2a67975c258544afe23fe744cc144a69","k__Bacteria","p__","c__","o__","f__","g__","s__"
"55e67c9fdd7753a0f040d41c8b22dbb8","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__OPB54"," f__"," g__"," s__"
"cdc8e1c70b6d31159cc18ba6a0c8e0a0","k__Bacteria"," p__Cyanobacteria"," c__Chloroplast"," o__Streptophyta"," f__"," g__"," s__"
"cec6c7d9e7b45c669ecf7531b8c46a60","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Hyphomicrobiaceae"," g__"," s__"
"d6177cf99eafffd43424d14fd36c3d6d","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Pseudomonadaceae"," g__Pseudomonas"," s__"
"d8cd2c3a427d7e177d1b9aecabf93c81","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae","g__","s__"
"0627c8dc5744ad1e7e1b3dda8bf48adc","Unassigned","p__","c__","o__","f__","g__","s__"
"192bc19ca41021ce4dd3b4d748cb58e3","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Prevotellaceae"," g__Prevotella"," s__"
"702a75272de84274881d70812d98183e","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Hyphomicrobiaceae"," g__Devosia"," s__"
"9974102d6dda0d311926c487116e497e","k__Bacteria"," p__Bacteroidetes"," c__Sphingobacteriia"," o__Sphingobacteriales"," f__"," g__"," s__"
"d0a1c4a0b124ad6642cc8e520eaac56a","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Caulobacterales"," f__Caulobacteraceae"," g__Phenylobacterium"," s__"
"db3ae24a3175dce756f6525550eac223","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Caulobacterales"," f__Caulobacteraceae"," g__Brevundimonas"," s__diminuta"
"ec1028024800d6fbc0b15c9e3513a639","k__Bacteria"," p__Bacteroidetes"," c__Cytophagia"," o__Cytophagales"," f__Cytophagaceae"," g__Dyadobacter"," s__"
"10158111fb2f99d8e3fb017b64755a33","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Porphyromonadaceae"," g__Dysgonomonas"," s__"
"490a7a749f7ad3605f1975ec4fabcd96","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Nocardioidaceae"," g__Friedmanniella"," s__"
"5fff9a303dae2afe30a679b4a93d12eb","k__Bacteria"," p__Bacteroidetes"," c__Flavobacteriia"," o__Flavobacteriales"," f__[Weeksellaceae]"," g__"," s__"
"6bd0e928dfe425e5ec8fecfc18f3a982","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Gordoniaceae"," g__Gordonia"," s__"
"777b4c3fb6ce7bbd490356947dcb7403","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodospirillales"," f__Acetobacteraceae","g__","s__"
"a85f507a288fa667040c4baba8132928","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Aeromonadales"," f__Aeromonadaceae"," g__Oceanisphaera"," s__"
"bf1c6b5df344d621ed2240bf7be5cbc2","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales"," f__Paenibacillaceae"," g__Paenibacillus"," s__"
"eb77d7d0b71d0ef5e2bc39527f2403f8","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Xanthomonadales"," f__Xanthomonadaceae"," g__"," s__"
"10eed5770522d9609881a9786938c7eb","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Oscillospira"," s__"
"3d1c3ba380e5550a509b09be774cc990","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Xanthomonadales"," f__Xanthomonadaceae"," g__Pseudoxanthomonas"," s__"
"3e2b74a3770774cab60db975f290903a","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__"," s__"
"72ecb553acf29d9a6b5c636b7b212036","k__Bacteria"," p__Actinobacteria"," c__Thermoleophilia"," o__Solirubrobacterales"," f__Solirubrobacteraceae"," g__"," s__"
"7fe36a74474d3f884b2fd57ec4b0b03a","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales","f__","g__","s__"
"9a549aac1c24f6abe81445062ee7aff6","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingomonas","s__"
"a51f52af7669f8d6319a5e43e1ce1bae","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingobium"," s__"
"ae721f024f8f3f99d149703644b12ffa","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Lactobacillaceae"," g__Lactobacillus"," s__"
"08ea2e5ea2a3e865a8145e690a270432","k__Bacteria"," p__Bacteroidetes"," c__Flavobacteriia"," o__Flavobacteriales"," f__Flavobacteriaceae"," g__Flavobacterium","s__"
"3139d21b40712e8a0bf94b042fb6982c","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales","f__","g__","s__"
"7060318a2f9d164b76752e35095e05ba","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingomonas"," s__wittichii"
"7d7a026c0e24f6ee54b32ca2d5a0d9d2","k__Bacteria"," p__Bacteroidetes"," c__Flavobacteriia"," o__Flavobacteriales"," f__[Weeksellaceae]"," g__Chryseobacterium"," s__"
"a38742ce0b13f7024dca44080f0c4459","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"df794622af19d64f1bca3ed546b7a748","k__Bacteria"," p__Bacteroidetes"," c__Sphingobacteriia"," o__Sphingobacteriales"," f__Sphingobacteriaceae"," g__"," s__"
"e424a83057edd4a32b7488fb7721add5","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales","f__","g__","s__"
"f20c89100d15b47dfd4510c05493440b","k__Archaea"," p__Euryarchaeota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanosphaera"," s__"
"1d590bdf6f1efe3c91dc0006e004f92b","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Enterococcaceae","g__","s__"
"248e14221a68db633f79f0021f01db8a","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Moraxellaceae"," g__Acinetobacter","s__"
"30c88713004ba6177b6e5969b3759057","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Leuconostocaceae"," g__Leuconostoc"," s__"
"668a6ce08a6c6cfa35fbe24795d16f34","k__Bacteria"," p__Bacteroidetes"," c__Flavobacteriia"," o__Flavobacteriales"," f__[Weeksellaceae]"," g__Chryseobacterium"," s__"
"7fa5d75e39c448f796f16354041ae314","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae","g__","s__"
"bed1a708db1b0f3c514536eddd748962","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae"," g__[Ruminococcus]"," s__gnavus"
"e7a6c5eeff99e2e2bc321811e2e63048","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Caulobacterales"," f__Caulobacteraceae","g__","s__"
"f6aeece4576217ea12a953341341fe34","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Vibrionales"," f__Pseudoalteromonadaceae"," g__Pseudoalteromonas"," s__porphyrae"
"f86e04af38c034f63a20eaffece08193","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales"," f__Planococcaceae","g__","s__"
"036ca3fa03f8d93a402ced6240a337fe","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Oscillospira"," s__"
"04c8677b0ec4aa3237a1f8152d3c1098","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Nocardioidaceae","g__","s__"
"332f8f93f0e07fe2cf30de2e6bdb9ef0","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Brevibacteriaceae"," g__Brevibacterium"," s__"
"3b6bf2d418867bf5bbe5878502478d20","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Pseudomonadaceae"," g__"," s__"
"7206a12c43a0a8ced3fb6703b36ad24b","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodospirillales"," f__Acetobacteraceae"," g__Gluconacetobacter"," s__liquefaciens"
"969578fa2695bd62a81ecea14d7aa591","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Oxalobacteraceae"," g__Cupriavidus"," s__gilardii"
"ab1435079b76d9df459df35f98528a99","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Bacteroidaceae"," g__Bacteroides"," s__"
"d4d8ea3c9f0d012fa66558be49a1c80e","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae"," g__Epulopiscium"," s__"
"dd9ad9315490c571d57ddec41299f3bb","k__Bacteria"," p__Chloroflexi"," c__Thermomicrobia"," o__JG30-KF-CM45"," f__"," g__"," s__"
"fe6f276516d9cf958ac70f5c52b1f1f0","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"16f57304f7404f75e714bb5f6d5cc359","k__Bacteria"," p__Bacteroidetes"," c__Flavobacteriia"," o__Flavobacteriales"," f__[Weeksellaceae]"," g__"," s__"
"1d9e7b5f3b75ed1343102e89c36b0c24","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae"," g__Comamonas"," s__"
"2a81106a57c0d7fd827329bd564f3e4a","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Nocardiaceae"," g__Rhodococcus"," s__ruber"
"53b38faddb61418a67b6a5b4c4c3a351","k__Bacteria"," p__Bacteroidetes"," c__[Saprospirae]"," o__[Saprospirales]"," f__Chitinophagaceae","g__","s__"
"5f0dae971de0785cb6c04641fc940f2b","k__Bacteria"," p__Cyanobacteria"," c__Chloroplast"," o__Stramenopiles"," f__"," g__"," s__"
"62fa997b8fce2efacc88669efa5c888f","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Nitrosomonadales"," f__Nitrosomonadaceae","g__","s__"
"80f3f75fd32e243f0e7c05e496daa69b","k__Bacteria"," p__Bacteroidetes"," c__Sphingobacteriia"," o__Sphingobacteriales"," f__Sphingobacteriaceae"," g__Olivibacter"," s__"
"8d6f4397325b7b9b02e551a09a3e8353","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__Truepera"," s__"
"9aa9d05fb372132e41d27585251fd330","k__Bacteria"," p__Bacteroidetes"," c__[Saprospirae]"," o__[Saprospirales]"," f__Chitinophagaceae"," g__"," s__"
"3151c2cf06cccbdf72a25f35d4a798b3","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae"," g__Inhella"," s__inkyongensis"
"9fe7ec84679bc925e17da85c16c475a5","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae"," g__Defluviitalea"," s__saccharophila"
"a6d412574a3cef888924d43c72e33822","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales","f__","g__","s__"
"eaa8c5da1b56510ec63c6b797fa5b69e","k__Archaea"," p__Crenarchaeota"," c__Thaumarchaeota"," o__Nitrososphaerales"," f__Nitrososphaeraceae"," g__Candidatus Nitrososphaera"," s__SCA1145"
"0b247ee85a323ef2bdf1ef0dc499ad7a","k__Bacteria"," p__WPS-2"," c__"," o__"," f__"," g__"," s__"
"3e1b69371d1c3e9b036aa47d81363dbc","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Oscillospira"," s__"
"418cda023c21e811a0218b4e2ef8aad3","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__Bacteroidaceae"," g__5-7N15"," s__"
"5c3ea6da042966da856e22ce0faab685","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales","f__","g__","s__"
"af093cd18952d88a18008fee9b10ba30","k__Bacteria","p__","c__","o__","f__","g__","s__"
"be9c1040f4a8c13c2600aa0aa514f8c1","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__"," g__"," s__"
"d99170995a9e27e99850f476c9fea8a8","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Enterobacteriales"," f__Enterobacteriaceae","g__","s__"
"f2a947d0e95acd669ac31c7ac5e7f1df","k__Bacteria"," p__Proteobacteria"," c__Deltaproteobacteria"," o__Bdellovibrionales"," f__Bacteriovoracaceae"," g__Peredibacter"," s__starrii"
"0b62cc8109764284e9804b3fc7d7a1dc","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__[Paraprevotellaceae]"," g__CF231"," s__"
"1a1845db8298e6760885696141fe1ee4","k__Bacteria"," p__Tenericutes"," c__RF3"," o__ML615J-28"," f__"," g__"," s__"
"36fd80017e5fc77a69e81ff01c8dfc5e","k__Bacteria"," p__Bacteroidetes"," c__Bacteroidia"," o__Bacteroidales"," f__"," g__"," s__"
"508b79888bf9c14b3dc15575f01166f0","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales","f__","g__","s__"
"6463954fd0f45f3a493cc461f70fdd03","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodospirillales"," f__Acetobacteraceae"," g__"," s__"
"9f5283350351bb163b7ca3a679a7c077","k__Bacteria"," p__Actinobacteria"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__"," g__"," s__"
"b5a3aacba41cccb79129f57cba17b245","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae","g__","s__"
"c7e0d6790e793d2f0094e5afbfd5bcf6","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae"," g__Epulopiscium"," s__"
"272650db5a7f3e069f084636ff452144","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodospirillales"," f__Acetobacteraceae"," g__"," s__"
"2eb542b8850e0dd0b1d53424f968d15a","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Phyllobacteriaceae"," g__Aminobacter"," s__"
"4fb980d8aebe272a1881edc4c527862b","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Pseudomonadaceae","g__","s__"
"79fb31d6801bcdd2d394c23b7ee64e64","k__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Lactobacillales"," f__Aerococcaceae"," g__Marinilactibacillus"," s__psychrotolerans"
"7bf79473ef352c902fa60e3ace0a3ab0","k__Bacteria"," p__Acidobacteria"," c__[Chloracidobacteria]"," o__RB41"," f__Ellin6075"," g__"," s__"
"b63783c727d238c2c72804d32f00135a","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhodospirillales"," f__Acetobacteraceae"," g__"," s__"
"c27139521f93fe1561b3694a59b41347","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Pseudomonadaceae"," g__Pseudomonas","s__"
"cb7d96203ded57ea50f9681ac6ab5bc3","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae","g__","s__"
"074d14f2a51fc36bf719d293dfa827b8","k__Bacteria"," p__Proteobacteria"," c__Betaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Burkholderia"," s__"
"398e7c8b7fabd7c5c0af0054d235fcb2","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__"," s__"
"54ab31db6c5ced25d35fbd13392d9be0","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingopyxis"," s__"
"5c6a55aa0ce657bd30a68d1f2540fec0","k__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Legionellales"," f__Legionellaceae","g__","s__"
"654f3068c28212500ef13d2f8057b3c0","k__Bacteria"," p__Actinobacteria"," c__Actinobacteria"," o__Actinomycetales"," f__Micromonosporaceae","g__","s__"
"69dea82eb8a4659f8179fa87d1fe777a","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Phyllobacteriaceae"," g__Phyllobacterium"," s__"
"90d1293fb3b0a60b901c6a3a96df3984","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales","f__","g__","s__"
"9f66e83f0909b6a8fbe18e0c65cce3c9","k__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingobium"," s__"
"ce6d6ec19f885084cef6f6e4ac5db719","k__Bacteria"," p__Actinobacteria"," c__Thermoleophilia"," o__Gaiellales"," f__Gaiellaceae"," g__"," s__"
